employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
11812,Procurement,region_22,Bachelor's,m,other,1,30,,1,0,0,71,1
64470,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,46,1,16,0,0,52,1
63630,Technology,region_2,Bachelor's,m,referred,1,34,5,9,1,0,84,0
1661,Analytics,region_27,Bachelor's,m,sourcing,1,29,4,2,1,0,85,1
15847,Technology,region_8,Bachelor's,f,sourcing,1,25,5,2,1,0,80,1
60681,Procurement,region_13,Bachelor's,m,sourcing,1,26,3,4,0,0,68,1
54978,Operations,region_15,Bachelor's,m,other,1,40,1,2,0,0,60,1
16930,HR,region_2,Bachelor's,m,sourcing,1,51,2,12,0,0,49,1
16956,Technology,region_26,Bachelor's,f,sourcing,1,32,3,5,0,0,80,1
48291,Operations,region_15,Master's & above,f,other,1,38,3,8,1,0,63,1
1592,Sales & Marketing,region_2,Master's & above,f,sourcing,4,36,2,5,0,0,48,1
11225,Procurement,region_2,Bachelor's,f,sourcing,2,24,,1,1,0,66,0
21332,Sales & Marketing,region_2,Bachelor's,m,other,1,31,4,5,0,0,48,1
44072,Operations,region_31,Bachelor's,f,sourcing,1,32,5,6,1,0,62,1
8748,Procurement,region_25,Master's & above,m,sourcing,1,34,5,4,1,0,92,0
3454,Sales & Marketing,region_2,Master's & above,m,sourcing,2,40,2,12,0,0,49,1
61150,Sales & Marketing,region_29,Bachelor's,m,other,1,33,2,7,0,0,48,1
45869,Operations,region_15,Bachelor's,f,sourcing,1,40,5,9,0,0,60,1
50679,Sales & Marketing,region_25,,m,other,1,32,5,6,1,0,45,1
37572,Operations,region_2,Master's & above,f,sourcing,1,53,4,10,0,0,61,1
54746,Procurement,region_7,Bachelor's,m,other,2,32,3,5,0,0,72,1
36385,Sales & Marketing,region_2,Bachelor's,f,other,1,55,3,7,0,0,47,1
39489,Technology,region_2,Bachelor's,f,other,2,32,3,4,0,0,79,1
12884,Operations,region_27,Bachelor's,m,sourcing,1,29,4,6,1,0,60,1
21876,Operations,region_2,Bachelor's,f,other,1,57,4,18,0,0,62,1
25911,Operations,region_14,Bachelor's,f,sourcing,1,37,3,9,1,0,58,1
69689,Sales & Marketing,region_2,Bachelor's,m,other,4,25,2,2,0,0,49,1
54138,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,34,3,6,1,0,55,1
59689,Analytics,region_22,Master's & above,m,sourcing,1,34,5,8,0,0,82,1
80,Sales & Marketing,region_12,Master's & above,m,other,1,38,3,8,0,0,52,1
56755,Sales & Marketing,region_25,Bachelor's,m,other,2,29,1,2,1,0,43,1
54744,Sales & Marketing,region_2,Bachelor's,f,other,1,31,5,5,1,0,50,1
55063,Procurement,region_30,Bachelor's,f,sourcing,1,37,3,5,0,1,97,0
51242,Technology,region_2,Below Secondary,m,referred,1,24,4,3,1,0,75,1
36495,HR,region_2,Bachelor's,m,sourcing,1,31,3,4,1,0,50,1
31680,Sales & Marketing,region_19,Bachelor's,m,other,1,35,1,7,1,0,51,1
40497,Operations,region_2,Master's & above,f,sourcing,1,50,5,16,1,0,56,1
72266,Sales & Marketing,region_17,Bachelor's,m,sourcing,2,30,3,5,0,0,45,1
21800,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,38,3,5,0,0,53,1
42141,Procurement,region_13,Master's & above,f,sourcing,1,35,3,6,0,0,66,1
60952,Operations,region_2,Bachelor's,m,other,1,29,3,5,0,0,58,1
8388,Operations,region_32,Bachelor's,f,other,1,41,5,11,1,0,62,1
25440,Operations,region_12,Bachelor's,m,other,2,31,5,3,1,0,57,1
12036,Procurement,region_27,Bachelor's,f,sourcing,1,34,5,3,1,0,65,1
32895,Procurement,region_15,Master's & above,f,other,1,37,3,10,0,0,72,1
16615,Analytics,region_13,Bachelor's,m,other,1,30,5,3,1,0,84,1
804,Sales & Marketing,region_8,Bachelor's,f,other,1,31,3,3,0,0,47,1
11854,Operations,region_29,Bachelor's,m,sourcing,1,29,2,3,0,0,60,1
35463,Procurement,region_27,Bachelor's,f,other,1,26,3,3,0,0,66,1
42243,Sales & Marketing,region_23,Master's & above,m,other,1,42,3,5,1,0,48,1
73585,Procurement,region_22,Bachelor's,f,other,1,30,4,6,1,0,68,1
67111,Procurement,region_2,Bachelor's,f,sourcing,3,43,3,10,0,0,70,1
69395,Technology,region_2,Bachelor's,f,other,2,31,3,5,0,0,84,1
6686,Sales & Marketing,region_27,Master's & above,m,other,2,50,3,17,0,0,50,1
13171,Technology,region_2,Bachelor's,f,sourcing,1,34,4,3,0,0,80,1
26705,Finance,region_19,Bachelor's,m,other,1,31,3,5,0,0,64,1
15674,Procurement,region_17,Bachelor's,f,other,1,58,5,19,0,0,68,1
67950,Finance,region_7,Bachelor's,m,other,2,30,3,3,0,0,70,0
64636,Procurement,region_26,Below Secondary,m,other,1,25,5,2,1,0,69,1
63515,Sales & Marketing,region_28,Bachelor's,m,other,1,35,5,10,0,0,50,1
9153,Analytics,region_11,Bachelor's,m,sourcing,1,33,3,3,1,0,86,1
1685,Operations,region_7,Bachelor's,m,other,1,30,4,8,0,0,57,1
60536,Procurement,region_7,Master's & above,m,sourcing,3,39,5,7,0,1,96,0
6892,Operations,region_2,,f,other,1,43,3,13,0,0,59,1
53264,Operations,region_2,Bachelor's,m,other,2,32,5,5,1,0,61,1
53511,Sales & Marketing,region_19,Bachelor's,m,sourcing,2,34,4,3,0,0,53,1
35421,HR,region_22,Bachelor's,m,other,1,33,3,4,1,0,49,1
22243,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,31,1,7,1,0,50,1
26624,Sales & Marketing,region_22,Bachelor's,m,other,2,38,1,4,0,0,50,1
65079,Finance,region_2,Bachelor's,m,other,2,53,3,4,0,0,61,1
5662,Finance,region_2,Bachelor's,m,other,2,42,3,10,0,0,63,1
14725,Analytics,region_2,Master's & above,m,other,1,56,5,3,1,1,94,0
6955,Sales & Marketing,region_15,Bachelor's,m,other,1,49,2,5,0,0,51,1
15415,Analytics,region_2,Master's & above,m,other,1,34,4,3,1,0,85,1
37333,Procurement,region_7,Bachelor's,f,other,1,31,5,3,0,0,70,1
35228,Technology,region_7,Below Secondary,m,sourcing,1,24,3,2,0,0,78,1
26185,Operations,region_7,Bachelor's,m,sourcing,1,27,,1,0,0,59,1
41448,Technology,region_26,Bachelor's,f,other,1,42,4,7,1,0,74,1
66710,Operations,region_26,Master's & above,m,sourcing,1,45,2,15,0,0,62,1
63657,Procurement,region_2,Below Secondary,f,sourcing,1,23,,1,0,0,67,1
34883,Sales & Marketing,region_2,Bachelor's,m,other,2,36,3,6,1,0,48,1
71665,Technology,region_29,Bachelor's,m,sourcing,1,32,3,3,0,0,79,1
67708,Finance,region_2,Bachelor's,m,sourcing,4,25,4,4,0,0,60,1
49487,Sales & Marketing,region_14,Bachelor's,m,other,2,29,2,6,0,0,50,1
65220,Sales & Marketing,region_2,Master's & above,f,other,1,40,4,5,0,0,53,1
68418,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,44,3,15,0,0,45,1
760,Technology,region_4,Master's & above,m,other,1,34,3,8,0,0,79,1
38714,Sales & Marketing,region_22,Master's & above,m,other,1,20,,1,0,0,57,1
32460,Procurement,region_15,Bachelor's,f,sourcing,2,38,1,10,0,0,75,1
60247,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,41,3,4,1,0,43,1
72890,Analytics,region_11,Master's & above,m,other,1,39,5,3,1,1,97,0
25840,Operations,region_2,Bachelor's,m,sourcing,1,33,5,4,0,0,54,1
29407,Sales & Marketing,region_28,Bachelor's,m,other,1,31,2,6,0,0,47,1
70509,Analytics,region_4,Master's & above,m,sourcing,2,40,3,8,0,0,85,1
15103,Sales & Marketing,region_2,Bachelor's,m,other,1,34,5,4,0,0,44,1
38579,Analytics,region_2,Bachelor's,m,sourcing,4,40,5,3,1,0,84,1
62447,Sales & Marketing,region_2,Master's & above,m,other,1,47,5,7,1,0,48,1
77353,Analytics,region_13,Bachelor's,m,other,1,34,1,5,0,0,87,1
41051,Procurement,region_16,Bachelor's,m,other,1,33,3,9,0,0,73,1
20736,Operations,region_22,Bachelor's,f,other,1,28,,1,0,0,63,1
77251,Analytics,region_13,Bachelor's,m,sourcing,2,27,5,3,1,0,84,1
62619,Procurement,region_7,Bachelor's,m,other,1,30,3,7,1,0,69,0
34652,Sales & Marketing,region_11,Bachelor's,m,sourcing,2,26,,1,0,0,48,1
41327,Analytics,region_13,Bachelor's,m,other,2,33,5,4,0,1,89,1
4151,Sales & Marketing,region_4,Bachelor's,m,other,1,34,5,4,0,1,63,0
49607,Operations,region_7,Master's & above,m,sourcing,1,47,3,14,0,0,56,1
21961,Technology,region_7,Bachelor's,f,other,1,31,3,2,1,0,78,0
2077,R&D,region_19,Bachelor's,m,other,2,38,3,10,0,0,85,1
17680,Sales & Marketing,region_23,Bachelor's,f,other,1,32,5,7,1,0,50,1
36305,Sales & Marketing,region_22,,m,other,1,30,4,4,0,0,52,1
75887,Procurement,region_2,Master's & above,m,sourcing,2,45,1,16,0,0,70,1
17555,Procurement,region_7,Master's & above,f,other,1,35,5,5,1,0,67,0
54195,Sales & Marketing,region_13,,m,other,1,26,3,2,0,0,49,1
56811,Analytics,region_27,Bachelor's,f,other,1,31,5,5,1,0,88,1
57353,Operations,region_22,Bachelor's,m,other,2,34,3,7,1,0,58,1
70195,Operations,region_13,Bachelor's,m,sourcing,2,38,3,10,0,0,63,1
44328,Sales & Marketing,region_2,,m,sourcing,1,25,,1,1,0,50,1
64502,Sales & Marketing,region_15,Bachelor's,f,other,1,28,3,2,0,0,51,1
11527,Technology,region_22,Master's & above,m,sourcing,1,32,2,7,0,0,77,1
61676,Technology,region_27,Master's & above,f,sourcing,1,39,2,7,0,0,74,1
34833,Technology,region_11,Bachelor's,m,sourcing,1,29,4,3,0,0,78,1
24253,Sales & Marketing,region_16,,m,other,1,23,,1,0,0,47,1
75858,Analytics,region_22,Bachelor's,f,sourcing,1,28,,1,0,0,85,1
14600,Operations,region_26,Bachelor's,m,other,1,25,,1,0,0,59,1
1436,Operations,region_4,Bachelor's,m,other,1,25,5,1,1,0,58,1
28327,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,31,1,5,0,0,58,0
50224,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,31,3,7,0,0,51,1
58564,Operations,region_4,Bachelor's,m,sourcing,1,33,5,4,1,0,56,1
56350,Operations,region_27,Bachelor's,f,sourcing,1,29,,1,1,0,58,1
44062,Operations,region_12,Bachelor's,f,other,1,29,3,4,1,0,61,1
8384,HR,region_20,Master's & above,f,other,1,35,3,5,0,0,51,1
70959,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,28,,1,1,0,44,0
32866,Sales & Marketing,region_4,Master's & above,m,other,2,35,3,9,0,0,51,1
22793,Sales & Marketing,region_2,Bachelor's,f,other,1,53,2,9,0,0,52,1
58216,Operations,region_12,Bachelor's,f,other,1,36,3,11,0,0,62,1
17930,Technology,region_22,Bachelor's,m,other,1,33,5,6,1,0,80,1
13390,Operations,region_31,Master's & above,m,other,2,34,5,7,1,0,58,1
19063,Legal,region_2,Bachelor's,f,other,1,27,,1,1,0,57,1
18178,Operations,region_15,Bachelor's,m,sourcing,1,36,5,4,0,0,72,0
60237,Technology,region_2,Bachelor's,m,other,1,50,2,7,0,0,79,1
54596,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,54,3,25,0,0,50,1
7596,Operations,region_23,Master's & above,m,other,1,40,3,12,1,0,63,0
64532,Technology,region_7,Master's & above,f,other,1,35,5,10,1,0,78,1
17396,Operations,region_30,Bachelor's,f,other,1,30,3,8,0,0,62,1
59631,R&D,region_22,Bachelor's,m,other,1,30,5,2,1,0,84,1
46335,Operations,region_15,Bachelor's,m,other,1,40,5,6,0,0,58,1
1572,Sales & Marketing,region_22,Bachelor's,m,other,3,32,1,8,0,0,53,1
37003,Finance,region_2,Bachelor's,m,sourcing,3,34,1,6,0,0,63,1
1880,Sales & Marketing,region_2,Bachelor's,m,other,1,57,5,28,0,0,48,1
55459,Operations,region_22,Bachelor's,m,other,1,22,,1,0,0,59,1
71337,Sales & Marketing,region_2,,m,other,1,46,4,3,0,0,52,1
30782,Sales & Marketing,region_14,Master's & above,m,sourcing,1,35,5,9,0,0,44,1
23776,Technology,region_27,Master's & above,m,other,1,39,5,10,1,0,78,0
13462,Technology,region_22,Bachelor's,m,referred,1,27,,1,1,0,78,1
27713,Sales & Marketing,region_14,Bachelor's,m,other,1,34,5,8,1,0,51,1
76722,Sales & Marketing,region_2,Bachelor's,m,other,1,41,5,4,1,1,48,0
24958,Technology,region_26,Master's & above,m,other,1,41,5,4,0,0,90,0
46784,Technology,region_13,Bachelor's,m,referred,2,30,4,5,0,0,83,1
39854,Operations,region_4,Master's & above,f,other,1,37,3,7,0,0,68,1
1309,Sales & Marketing,region_13,Master's & above,f,sourcing,1,39,5,8,0,0,51,1
77428,Analytics,region_2,,m,sourcing,2,40,3,2,0,0,84,1
68308,Operations,region_2,Master's & above,f,other,1,40,3,2,1,0,57,1
3815,Technology,region_2,Bachelor's,m,sourcing,1,34,1,3,0,0,78,1
60872,Procurement,region_2,Bachelor's,f,other,2,27,4,3,0,0,66,1
43941,Operations,region_11,Bachelor's,m,other,1,40,4,8,0,0,60,1
43875,Sales & Marketing,region_34,Bachelor's,m,other,5,26,1,3,0,0,50,1
19581,Finance,region_2,Bachelor's,f,other,1,32,3,2,0,0,63,1
42957,Procurement,region_2,Master's & above,m,sourcing,1,51,4,13,0,0,67,1
4872,HR,region_7,Bachelor's,f,other,1,26,4,2,0,0,48,1
48489,Operations,region_22,Master's & above,m,other,1,43,3,9,1,0,63,1
43816,Sales & Marketing,region_11,Master's & above,m,sourcing,1,31,5,6,1,0,51,1
24069,Technology,region_22,Bachelor's,f,sourcing,1,30,4,4,1,0,81,1
38232,Operations,region_13,Bachelor's,m,sourcing,1,31,3,4,1,0,61,1
70242,R&D,region_11,Bachelor's,m,other,1,27,3,5,0,0,84,1
42433,Operations,region_11,Master's & above,m,sourcing,1,35,4,10,0,0,57,1
33759,Operations,region_15,Master's & above,m,sourcing,1,48,3,2,1,0,56,1
30396,Sales & Marketing,region_10,Master's & above,m,sourcing,1,31,3,3,0,0,49,1
2071,Operations,region_2,Master's & above,f,other,1,52,4,24,0,0,62,1
32493,Operations,region_31,Bachelor's,m,sourcing,2,29,3,2,1,0,58,1
58318,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,33,5,9,0,0,46,1
9896,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,32,5,9,1,0,48,1
22921,Operations,region_15,Master's & above,m,referred,2,38,3,7,1,0,59,0
1594,Sales & Marketing,region_13,Bachelor's,m,other,1,43,3,14,0,0,45,1
43211,Analytics,region_15,Bachelor's,m,sourcing,3,29,3,4,0,0,90,1
34199,Procurement,region_26,Bachelor's,m,other,1,29,4,5,1,0,63,1
61601,Technology,region_16,Bachelor's,f,other,1,30,1,2,0,0,78,1
73209,Sales & Marketing,region_13,Bachelor's,m,other,1,26,4,3,0,0,48,1
62955,Analytics,region_8,Bachelor's,m,sourcing,2,29,1,4,0,0,83,1
30004,Procurement,region_2,Bachelor's,f,sourcing,1,35,5,6,1,0,71,0
78270,Operations,region_22,Master's & above,m,sourcing,1,52,3,19,1,0,57,1
37485,Analytics,region_22,Bachelor's,m,sourcing,2,28,3,2,0,0,83,1
9131,Sales & Marketing,region_8,Bachelor's,m,other,1,27,4,3,1,1,50,1
62833,Legal,region_29,Bachelor's,m,other,1,29,5,4,0,0,58,1
39890,Procurement,region_7,Bachelor's,m,other,1,41,1,10,0,0,67,1
2969,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,37,3,4,0,0,53,1
45931,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,33,5,5,1,0,41,1
21537,Sales & Marketing,region_2,,m,other,1,50,2,2,0,0,54,1
70236,Sales & Marketing,region_2,Master's & above,m,sourcing,1,34,5,3,1,0,49,0
20817,Technology,region_7,Bachelor's,f,other,1,28,3,6,0,0,78,1
43413,Analytics,region_11,Bachelor's,m,sourcing,1,31,3,5,0,0,82,1
73747,HR,region_8,Bachelor's,f,sourcing,2,26,4,3,0,0,50,1
41820,Sales & Marketing,region_31,Master's & above,m,other,1,45,5,15,1,0,46,1
21946,Technology,region_7,Bachelor's,f,other,1,29,5,2,1,0,85,0
36799,Operations,region_31,Bachelor's,f,other,1,28,3,3,0,0,58,1
69752,Operations,region_26,Bachelor's,f,other,1,31,5,6,1,0,62,1
41936,Procurement,region_2,Master's & above,f,sourcing,1,55,3,4,0,0,73,1
9374,Analytics,region_11,Bachelor's,m,sourcing,1,33,3,7,1,1,82,1
20629,Procurement,region_19,Bachelor's,f,sourcing,1,37,3,7,0,0,68,1
27272,Procurement,region_9,Bachelor's,f,sourcing,1,28,2,2,0,1,64,1
61459,Operations,region_13,Bachelor's,m,sourcing,1,38,3,2,0,0,59,1
19383,Operations,region_4,Bachelor's,f,other,1,34,4,7,0,0,67,0
1551,Procurement,region_2,Master's & above,m,sourcing,1,33,4,7,1,0,69,1
6533,Operations,region_2,Bachelor's,f,other,1,60,4,3,0,0,53,1
46617,Operations,region_2,Bachelor's,m,sourcing,1,52,2,15,0,0,60,1
37981,Analytics,region_27,Bachelor's,m,other,1,32,3,6,1,0,83,1
40958,Operations,region_13,Bachelor's,m,other,1,41,3,10,0,0,59,1
35719,Sales & Marketing,region_23,Bachelor's,m,other,1,34,1,10,0,0,49,1
69997,Analytics,region_7,Bachelor's,m,sourcing,1,31,4,7,0,0,80,1
72342,Technology,region_2,Bachelor's,m,sourcing,1,24,4,2,0,0,76,1
67846,Sales & Marketing,region_7,Master's & above,m,sourcing,2,39,3,4,1,0,48,1
48634,Analytics,region_26,Bachelor's,m,other,2,24,,1,0,0,89,1
65354,Analytics,region_4,Bachelor's,m,other,2,28,4,3,1,0,85,1
24729,Technology,region_2,Bachelor's,m,other,3,28,3,2,0,0,73,1
39139,Analytics,region_22,Bachelor's,f,other,1,28,3,2,0,0,80,1
31112,HR,region_13,Bachelor's,f,other,1,30,1,10,0,0,50,1
44667,Analytics,region_19,Bachelor's,m,other,1,37,5,4,1,0,83,1
4956,Sales & Marketing,region_16,,m,sourcing,1,22,5,2,0,0,62,0
44151,Procurement,region_26,Bachelor's,f,sourcing,1,34,3,6,0,0,72,1
63392,Technology,region_22,Bachelor's,m,other,1,31,5,4,1,0,83,1
40318,Analytics,region_22,Bachelor's,f,other,1,28,4,5,0,0,84,0
43986,Procurement,region_10,Master's & above,m,other,1,37,3,3,0,0,66,1
51848,Finance,region_2,Master's & above,f,other,1,36,4,9,0,0,59,1
16059,Sales & Marketing,region_7,,m,other,2,23,,1,0,0,47,1
77027,Technology,region_31,Bachelor's,f,other,1,30,4,10,1,0,80,1
38278,Sales & Marketing,region_22,Master's & above,m,other,1,45,3,7,0,0,53,1
67808,Procurement,region_4,Master's & above,f,sourcing,2,41,3,7,0,0,72,1
8080,Operations,region_22,Master's & above,f,sourcing,1,55,1,13,0,0,56,1
18614,Operations,region_20,Bachelor's,f,other,1,26,,1,0,1,58,1
53045,Technology,region_4,Bachelor's,f,other,1,26,,1,0,0,77,1
64229,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,28,3,4,0,0,47,1
14956,Procurement,region_17,Bachelor's,f,sourcing,1,29,3,3,0,0,70,1
77610,Sales & Marketing,region_31,Bachelor's,m,other,1,38,1,3,0,0,53,1
13180,Operations,region_7,Bachelor's,m,sourcing,1,28,1,2,0,0,60,1
33882,Sales & Marketing,region_5,Bachelor's,m,other,1,31,1,5,0,0,48,1
77502,Sales & Marketing,region_2,Master's & above,m,sourcing,1,46,2,12,0,0,53,1
74488,Technology,region_14,Bachelor's,f,sourcing,1,43,4,14,1,0,79,1
45579,Technology,region_23,Bachelor's,m,sourcing,2,30,2,2,0,0,81,1
56971,Sales & Marketing,region_11,,m,other,1,24,3,2,0,0,45,1
67018,Procurement,region_17,Master's & above,f,other,1,37,1,5,0,0,62,1
16218,Operations,region_15,Bachelor's,f,sourcing,1,38,4,3,0,0,56,1
40255,Operations,region_7,Bachelor's,m,sourcing,1,37,5,4,1,0,59,1
55784,Legal,region_9,Master's & above,m,sourcing,1,34,3,6,1,0,60,1
4725,Sales & Marketing,region_2,Bachelor's,m,referred,3,32,4,5,0,0,47,1
9260,HR,region_11,Bachelor's,m,sourcing,1,27,,1,0,0,52,1
24448,Technology,region_2,Master's & above,m,sourcing,2,43,2,5,0,0,85,1
16264,Operations,region_7,Master's & above,m,sourcing,1,39,2,11,0,0,61,1
37795,Sales & Marketing,region_26,Bachelor's,f,sourcing,1,37,3,3,0,0,54,1
40411,Analytics,region_23,Bachelor's,m,sourcing,1,31,4,3,1,0,88,1
67263,Technology,region_11,Bachelor's,m,other,1,34,4,4,0,0,78,1
59404,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,37,4,9,0,0,50,1
59180,Technology,region_13,Bachelor's,f,other,1,24,3,2,0,0,82,1
54867,Operations,region_22,Bachelor's,m,other,1,34,4,10,1,0,56,1
17380,Operations,region_2,Master's & above,m,other,1,46,5,3,1,0,58,1
14079,Operations,region_22,Bachelor's,f,other,1,26,,1,1,0,62,1
27216,Analytics,region_15,Bachelor's,m,other,1,28,,1,0,0,87,1
8968,Procurement,region_22,Bachelor's,m,other,1,26,2,2,0,0,71,1
69884,Analytics,region_22,Bachelor's,m,sourcing,1,28,4,2,1,0,81,0
9813,Operations,region_15,Bachelor's,m,other,1,44,3,16,0,0,61,1
59570,Procurement,region_9,Bachelor's,m,other,1,28,,1,0,0,67,1
26923,R&D,region_13,Master's & above,m,sourcing,2,35,5,7,1,0,83,1
62238,Procurement,region_7,Master's & above,m,other,1,36,3,6,0,0,94,0
10592,Procurement,region_22,Bachelor's,m,other,1,32,1,6,0,0,70,1
65963,Sales & Marketing,region_22,Bachelor's,m,other,3,29,1,2,0,0,50,1
11074,Operations,region_27,Bachelor's,f,other,1,33,3,10,1,0,62,1
49084,Finance,region_2,Below Secondary,m,sourcing,1,25,4,3,1,0,61,1
29712,Technology,region_23,Bachelor's,m,other,1,33,4,3,0,0,76,1
78015,Sales & Marketing,region_10,Master's & above,f,other,1,35,3,4,1,0,49,1
25727,Analytics,region_15,Bachelor's,m,sourcing,1,30,2,4,0,0,81,1
71026,Operations,region_2,Bachelor's,f,other,1,54,1,8,0,0,60,1
22092,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,22,,1,0,0,48,1
22360,Operations,region_2,Bachelor's,m,sourcing,1,50,3,17,0,0,61,1
55140,Technology,region_19,Bachelor's,f,sourcing,1,36,3,8,0,0,78,1
34515,Technology,region_2,Bachelor's,m,sourcing,1,38,4,10,0,0,76,1
68593,Procurement,region_2,Master's & above,f,other,1,33,5,8,0,0,79,0
38348,Procurement,region_13,Master's & above,m,other,1,41,3,11,0,0,65,1
10778,Procurement,region_2,Bachelor's,m,sourcing,2,26,3,1,0,0,68,1
26853,Operations,region_2,Bachelor's,f,sourcing,1,55,3,9,0,0,56,1
43160,Operations,region_2,Bachelor's,f,sourcing,1,59,4,25,0,0,58,1
13009,Technology,region_7,Bachelor's,m,sourcing,1,52,3,6,0,0,81,1
27921,Technology,region_2,Bachelor's,m,sourcing,2,30,3,2,0,0,82,1
61641,R&D,region_7,Master's & above,m,other,2,34,3,3,1,0,82,1
69342,Sales & Marketing,region_30,Bachelor's,m,sourcing,2,26,1,4,0,0,41,1
74735,Sales & Marketing,region_7,Bachelor's,m,other,6,29,1,9,0,0,45,1
34491,Operations,region_13,Bachelor's,m,sourcing,1,34,5,10,0,0,60,1
20870,Sales & Marketing,region_9,Bachelor's,m,other,1,29,4,5,0,0,53,1
55869,Technology,region_7,Bachelor's,f,sourcing,2,35,3,3,0,0,79,1
54307,Procurement,region_22,Bachelor's,m,sourcing,1,30,3,3,0,0,70,1
49481,Operations,region_2,Bachelor's,f,other,2,39,4,3,0,0,60,1
21989,Finance,region_2,Master's & above,m,other,1,33,3,6,1,0,60,1
17991,Sales & Marketing,region_7,Master's & above,m,other,1,44,3,18,1,0,50,1
32908,Operations,region_22,Bachelor's,m,other,1,29,4,3,0,0,60,1
37596,HR,region_2,Bachelor's,m,sourcing,1,37,5,9,0,0,51,1
77706,Procurement,region_2,Bachelor's,f,sourcing,1,53,5,11,1,0,71,0
35055,Operations,region_27,Bachelor's,f,other,1,29,5,4,0,0,60,1
25404,Finance,region_15,Bachelor's,m,sourcing,1,32,3,6,0,0,60,1
68095,Analytics,region_31,Bachelor's,m,sourcing,3,28,,1,0,0,87,1
73811,Operations,region_26,Bachelor's,m,sourcing,1,27,3,5,0,0,57,1
9000,Operations,region_22,Bachelor's,f,sourcing,1,42,3,3,1,0,61,1
17358,Sales & Marketing,region_4,Bachelor's,m,other,1,44,5,18,1,0,54,1
44346,Sales & Marketing,region_22,Bachelor's,m,referred,1,27,5,2,1,0,55,1
52618,Procurement,region_16,Bachelor's,m,other,1,36,4,7,0,0,67,1
29203,Procurement,region_8,Bachelor's,m,sourcing,1,29,5,5,1,0,70,1
76678,Procurement,region_2,Bachelor's,f,other,2,47,3,3,1,0,69,1
73385,HR,region_2,Master's & above,m,sourcing,1,41,3,4,0,0,47,1
64128,Operations,region_22,Master's & above,f,sourcing,1,47,3,4,0,0,59,1
28281,HR,region_20,Master's & above,m,other,1,39,3,2,0,0,48,1
46597,Sales & Marketing,region_7,Master's & above,f,sourcing,1,34,4,8,0,0,51,1
14277,Analytics,region_22,Bachelor's,m,other,1,27,4,2,1,0,85,1
56766,Sales & Marketing,region_1,Bachelor's,m,other,1,24,,1,1,0,49,1
54909,Sales & Marketing,region_2,,m,sourcing,1,59,5,5,0,0,49,1
36313,Operations,region_29,Bachelor's,f,other,1,28,4,3,0,0,62,1
15017,Sales & Marketing,region_34,Bachelor's,m,other,1,28,1,4,0,0,52,1
4261,Procurement,region_2,Bachelor's,m,other,1,56,3,11,0,0,70,1
22292,Procurement,region_11,Master's & above,f,other,1,34,5,9,1,0,71,1
38467,Sales & Marketing,region_22,,m,other,2,31,4,5,1,0,46,1
62818,Analytics,region_7,,m,other,2,28,1,2,0,0,81,1
52268,Sales & Marketing,region_2,Bachelor's,m,other,1,59,5,16,0,0,49,1
6209,Procurement,region_31,Master's & above,f,sourcing,1,38,3,12,0,0,74,1
10879,Technology,region_31,Bachelor's,m,other,1,29,3,10,0,0,77,1
17019,Sales & Marketing,region_1,Bachelor's,f,other,1,30,5,3,1,0,44,1
78098,Sales & Marketing,region_12,Bachelor's,f,sourcing,1,26,5,2,1,0,51,1
66529,Technology,region_25,Master's & above,f,sourcing,1,34,1,5,0,0,78,1
32902,Sales & Marketing,region_2,Master's & above,m,other,1,34,2,6,1,0,49,1
20895,Finance,region_2,Bachelor's,f,sourcing,1,26,3,2,0,0,60,1
54033,Finance,region_2,Bachelor's,m,sourcing,1,39,1,10,0,0,62,1
36160,Procurement,region_16,Bachelor's,f,other,1,29,2,3,0,0,68,1
64560,Operations,region_22,Bachelor's,f,other,1,28,5,2,1,0,62,0
65895,Operations,region_13,Master's & above,m,sourcing,1,31,3,3,1,0,60,1
48555,R&D,region_4,Master's & above,m,sourcing,1,43,4,7,1,0,80,1
1752,HR,region_2,Bachelor's,f,sourcing,1,50,5,7,1,0,54,1
16580,Operations,region_8,Bachelor's,f,sourcing,1,27,5,3,0,0,59,1
66821,HR,region_28,Master's & above,m,other,1,38,3,10,0,0,49,1
23548,Procurement,region_27,Master's & above,f,sourcing,1,34,5,5,1,0,68,1
23983,Sales & Marketing,region_23,Bachelor's,m,other,2,40,3,9,0,0,48,1
